PF00378	CL0127	ClpP_crotonase	ECH	Enoyl-CoA hydratase/isomerase family
PF04736	\N	\N	Eclosion	Eclosion hormone
PF02963	CL0236	PDDEXK	EcoRI	Restriction endonuclease EcoRI
PF03974	\N	\N	Ecotin	Ecotin
PF00736	\N	\N	EF1_GNE	EF-1 guanine nucleotide exchange domain
PF00647	\N	\N	EF1G	Elongation factor 1 gamma, conserved domain
PF00889	\N	\N	EF_TS	Elongation factor TS
PF01132	CL0021	OB	EFP	Elongation factor P (EF-P) OB domain
PF04863	CL0001	EGF	EGF_alliinase	Alliinase EGF-like domain
PF01303	\N	\N	Egg_lysin	Egg lysin (Sperm-lysin)
PF00971	\N	\N	EIAV_GP90	EIAV coat protein, gp90
PF01176	CL0021	OB	eIF-1a	Translation initiation factor 1A / IF-1
PF05091	CL0236	PDDEXK	eIF-3_zeta	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
PF01287	CL0021	OB	eIF-5a	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold
PF01873	\N	\N	eIF-5_eIF-2B	Domain found in IF2B/IF5
PF01912	\N	\N	eIF-6	eIF-6 family
PF03608	\N	\N	EII-GUT	PTS system enzyme II sorbitol-specific factor
PF03609	\N	\N	EII-Sor	PTS system sorbose-specific iic component
PF03612	\N	\N	EIIBC-GUT_N	Sorbitol phosphotransferase enzyme II N-terminus
PF03611	\N	\N	EIIC-GAT	PTS system sugar-specific permease component
PF03613	\N	\N	EIID-AGA	PTS system mannose/fructose/sorbose family IID component
PF04873	\N	\N	EIN3	Ethylene insensitive 3
PF03317	\N	\N	ELF	ELF protein
PF02323	\N	\N	ELH	Egg-laying hormone precursor    
PF00964	\N	\N	Elicitin	Elicitin
PF03789	CL0123	HTH	ELK	ELK domain 
PF01151	\N	\N	ELO	GNS1/SUR4 family
PF02488	\N	\N	EMA	Merozoite Antigen
PF01105	CL0521	GOLD-like	EMP24_GP25L	emp24/gp25L/p24 family/GOLD
PF04493	CL0189	Endonuclease	Endonuclease_5	Endonuclease V
PF02945	CL0263	His-Me_finger	Endonuclease_7	Recombination endonuclease VII
PF04231	CL0263	His-Me_finger	Endonuclease_1	Endonuclease I
PF04667	\N	\N	Endosulfine	cAMP-regulated phosphoprotein/endosulfine conserved region
PF00322	\N	\N	Endothelin	Endothelin family
PF00555	\N	\N	Endotoxin_M	delta endotoxin
PF03944	CL0202	GBD	Endotoxin_C	delta endotoxin
PF03945	\N	\N	Endotoxin_N	delta endotoxin, N-terminal domain
PF03272	CL0126	Peptidase_MA	Enhancin	Viral enhancin protein
PF03386	\N	\N	ENOD93	Early nodulin 93 ENOD93 protein
PF00113	CL0256	Enolase_TIM	Enolase_C	Enolase, C-terminal TIM barrel domain
PF03952	CL0227	Enolase_N	Enolase_N	Enolase, N-terminal domain
PF03735	\N	\N	ENT	ENT domain
PF01375	CL0084	ADP-ribosyl	Enterotoxin_a	Heat-labile enterotoxin alpha chain
PF01376	\N	\N	Enterotoxin_b	Heat-labile enterotoxin beta chain
PF02048	\N	\N	Enterotoxin_ST	Heat-stable enterotoxin ST
PF01417	CL0009	ENTH_VHS	ENTH	ENTH domain
PF00429	\N	\N	TLV_coat	ENV polyprotein (coat polyprotein)
PF00811	\N	\N	Ependymin	Ependymin
PF01404	CL0202	GBD	Ephrin_lbd	Ephrin receptor ligand binding domain
PF01370	CL0063	NADP_Rossmann	Epimerase	NAD dependent epimerase/dehydratase family
PF02350	CL0113	GT-B	Epimerase_2	UDP-N-acetylglucosamine 2-epimerase
PF00758	CL0053	4H_Cytokine	EPO_TPO	Erythropoietin/thrombopoietin
PF00275	CL0290	EPT_RTPC	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF03736	\N	\N	EPTP	EPTP domain
PF01133	\N	\N	ER	Enhancer of rudimentary
PF00810	CL0141	MtN3-like	ER_lumen_recept	ER lumen protein retaining receptor
PF02732	CL0236	PDDEXK	ERCC4	ERCC4 domain
PF04404	\N	\N	ERF	ERF superfamily
PF03463	\N	\N	eRF1_1	eRF1 domain 1
PF03464	CL0267	S11_L18p	eRF1_2	eRF1 domain 2
PF03465	CL0101	PELOTA	eRF1_3	eRF1 domain 3
PF03734	CL0508	YkuD	YkuD	L,D-transpeptidase catalytic domain
PF03694	\N	\N	Erg28	Erg28 like protein
PF04622	\N	\N	ERG2_Sigma1R	ERG2 and Sigma1 receptor like protein
PF01222	CL0115	Steroid_dh	ERG4_ERG24	Ergosterol biosynthesis ERG4/ERG24 family
PF00769	\N	\N	ERM	Ezrin/radixin/moesin family
PF04137	\N	\N	ERO1	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
PF03238	\N	\N	ESAG1	ESAG protein
PF03433	\N	\N	EspA	EspA-like secreted protein 
PF04806	\N	\N	EspF	EspF protein repeat
PF00756	CL0028	AB_hydrolase	Esterase	Putative esterase
PF01684	\N	\N	ET	ET module
PF00766	CL0085	FAD_DHS	ETF_alpha	Electron transfer flavoprotein FAD-binding domain
PF01012	CL0039	HUP	ETF	Electron transfer flavoprotein domain
PF05187	CL0344	4Fe-4S	ETF_QO	Electron transfer flavoprotein-ubiquinone oxidoreductase
PF00178	CL0123	HTH	Ets	Ets-domain
PF03318	CL0345	Aerolisin_ETX	ETX_MTX2	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF01459	\N	\N	Porin_3	Eukaryotic porin
PF04346	\N	\N	EutH	Ethanolamine utilisation protein, EutH
PF03319	CL0021	OB	EutN_CcmL	Ethanolamine utilisation protein EutN/carboxysome
PF02472	\N	\N	ExbD	Biopolymer transport protein ExbD/TolR
PF01541	CL0418	GIY-YIG	GIY-YIG	GIY-YIG catalytic domain
PF03081	CL0295	Vps51	Exo70	Exo70 exocyst complex subunit
PF04257	CL0023	P-loop_NTPase	Exonuc_V_gamma	Exodeoxyribonuclease V, gamma subunit 
PF02601	\N	\N	Exonuc_VII_L	Exonuclease VII, large subunit
PF02095	\N	\N	Extensin_1	Extensin-like protein repeat
PF01267	\N	\N	F-actin_cap_A	F-actin capping protein alpha subunit
PF00469	\N	\N	F-protein	Negative factor, (F-Protein) or Nef
PF03807	CL0063	NADP_Rossmann	F420_oxidored	NADP oxidoreductase coenzyme F420-dependent
PF01115	\N	\N	F_actin_cap_B	F-actin capping protein, beta subunit
PF01116	CL0036	TIM_barrel	F_bP_aldolase	Fructose-bisphosphate aldolase class-II
PF03405	CL0044	Ferritin	FA_desaturase_2	Fatty acid desaturase
PF04116	\N	\N	FA_hydroxylase	Fatty acid hydroxylase superfamily
PF02504	CL0270	Iso_DH	FA_synthesis	Fatty acid synthesis protein
PF01557	CL0377	FAH	FAA_hydrolase	Fumarylacetoacetate (FAA) hydrolase family
PF00667	CL0076	FAD_Lum_binding	FAD_binding_1	FAD binding domain
PF00890	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain
PF01494	CL0063	NADP_Rossmann	FAD_binding_3	FAD binding domain
PF00941	CL0077	FAD_PCMH	FAD_binding_5	FAD binding domain in molybdopterin dehydrogenase
PF01687	\N	\N	Flavokinase	Riboflavin kinase
PF04703	CL0123	HTH	FaeA	FaeA-like protein
PF02106	\N	\N	Fanconi_C	Fanconi anaemia group C protein
PF03511	\N	\N	Fanconi_A	Fanconi anaemia group A protein
PF01149	\N	\N	Fapy_DNA_glyco	Formamidopyrimidine-DNA glycosylase N-terminal domain
PF04750	\N	\N	Far-17a_AIG1	FAR-17a/AIG1-like protein
PF01581	\N	\N	FARP	FMRFamide related peptide family
PF02469	\N	\N	Fasciclin	Fasciclin domain
PF02259	CL0020	TPR	FAT	FAT domain
PF02260	\N	\N	FATC	FATC domain
PF00316	CL0171	Phospoesterase	FBPase	Fructose-1-6-bisphosphatase
PF03320	CL0171	Phospoesterase	FBPase_glpX	Bacterial fructose-1,6-bisphosphatase, glpX-encoded
PF02634	\N	\N	FdhD-NarQ	FdhD/NarQ family
PF04216	\N	\N	FdhE	Protein involved in formate dehydrogenase formation
PF03147	\N	\N	FDX-ACB	Ferredoxin-fold anticodon binding domain
PF00465	CL0224	DHQS	Fe-ADH	Iron-containing alcohol dehydrogenase 
PF02742	CL0123	HTH	Fe_dep_repr_C	Iron dependent repressor, metal binding and dimerisation domain
PF01325	CL0123	HTH	Fe_dep_repress	Iron dependent repressor, N-terminal DNA binding domain
PF02906	\N	\N	Fe_hyd_lg_C	Iron only hydrogenase large subunit, C-terminal domain
PF02256	\N	\N	Fe_hyd_SSU	Iron hydrogenase small subunit
PF01032	CL0142	Membrane_trans	FecCD	FecCD transport family
PF04773	\N	\N	FecR	FecR protein
PF02388	CL0257	Acetyltrans	FemAB	FemAB family
PF04023	CL0206	TRB	FeoA	FeoA domain
PF02421	CL0023	P-loop_NTPase	FeoB_N	Ferrous iron transport protein B
PF00142	CL0023	P-loop_NTPase	Fer4_NifH	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family
PF01794	CL0328	2heme_cytochrom	Ferric_reduct	Ferric reductase like transmembrane component
PF00762	CL0043	Chelatase	Ferrochelatase	Ferrochelatase
PF04060	CL0344	4Fe-4S	FeS	Putative Fe-S cluster
PF02941	\N	\N	FeThRed_A	Ferredoxin thioredoxin reductase variable alpha chain
PF02943	\N	\N	FeThRed_B	Ferredoxin thioredoxin reductase catalytic beta chain
PF01846	\N	\N	FF	FF domain
PF05013	\N	\N	FGase	N-formylglutamate amidohydrolase
PF00167	CL0066	Trefoil	FGF	Fibroblast growth factor
PF00370	CL0108	Actin_ATPase	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain
PF02782	CL0108	Actin_ATPase	FGGY_C	FGGY family of carbohydrate kinases, C-terminal domain
PF00498	CL0357	SMAD-FHA	FHA	FHA domain
PF00771	\N	\N	FHIPEP	FHIPEP family
PF01269	CL0063	NADP_Rossmann	Fibrillarin	Fibrillarin
PF00147	CL0422	Fibrinogen_C	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain
PF03516	\N	\N	Filaggrin	Filaggrin
PF00038	\N	\N	Filament	Intermediate filament protein
PF04732	\N	\N	Filament_head	Intermediate filament head (DNA binding) region
PF00630	CL0159	E-set	Filamin	Filamin/ABP280 repeat
PF01611	\N	\N	Filo_glycop	Filovirus glycoprotein
PF02097	\N	\N	Filo_VP35	Filoviridae VP35
PF00419	CL0204	Adhesin	Fimbrial	Fimbrial protein
PF04449	\N	\N	Fimbrial_CS1	CS1 type fimbrial major subunit
PF02432	\N	\N	Fimbrial_K88	Fimbrial, major and minor subunit
PF05182	\N	\N	Fip1	Fip1 motif
PF02433	CL0318	Cytochrome-c	FixO	Cytochrome C oxidase, mono-heme subunit/FixO
PF01346	\N	\N	FKBP_N	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
PF04620	\N	\N	FlaA	Flagellar filament outer layer protein Flaa
PF03646	CL0444	YNI	FlaG	FlaG protein
PF03614	\N	\N	Flag1_repress	Repressor of phase-1 flagellin
PF05149	\N	\N	Flagellar_rod	Paraflagellar rod protein
PF00700	\N	\N	Flagellin_C	Bacterial flagellin C-terminal helical region
PF00669	\N	\N	Flagellin_N	Bacterial flagellin N-terminal helical region
PF01350	\N	\N	Flavi_NS4A	Flavivirus non-structural protein NS4A
PF01349	\N	\N	Flavi_NS4B	Flavivirus non-structural protein NS4B
PF00972	CL0027	RdRP	Flavi_NS5	Flavivirus RNA-directed RNA polymerase
PF01570	\N	\N	Flavi_propep	Flavivirus polyprotein propeptide
PF02525	CL0042	Flavoprotein	Flavodoxin_2	Flavodoxin-like fold
PF02441	\N	\N	Flavoprotein	Flavoprotein
PF00460	\N	\N	Flg_bb_rod	Flagella basal body rod protein
PF02120	CL0424	T3SS-hook	Flg_hook	Flagellar hook-length control protein FliK
PF03963	\N	\N	FlgD	Flagellar hook capping protein - N-terminal region
PF02107	\N	\N	FlgH	Flagellar L-ring protein
PF02119	\N	\N	FlgI	Flagellar P-ring protein
PF04316	\N	\N	FlgM	Anti-sigma-28 factor, FlgM
PF05130	\N	\N	FlgN	FlgN protein
PF02465	\N	\N	FliD_N	Flagellar hook-associated protein 2 N-terminus
PF02049	\N	\N	FliE	Flagellar hook-basal body complex protein FliE
PF01706	CL0436	FliG	FliG_C	FliG C-terminal domain
PF02108	CL0255	ATP_synthase	FliH	Flagellar assembly protein FliH
PF02050	CL0419	T3SS-Chaperone	FliJ	Flagellar FliJ protein
PF03748	\N	\N	FliL	Flagellar basal body-associated protein FliL
PF02154	CL0355	CheC-like	FliM	Flagellar motor switch protein FliM
PF04347	\N	\N	FliO	Flagellar biosynthesis protein, FliO
PF00813	\N	\N	FliP	FliP family
PF02561	\N	\N	FliS	Flagellar protein FliS
PF01698	\N	\N	FLO_LFY	Floricaula / Leafy protein
PF00624	\N	\N	Flocculin	Flocculin repeat
PF05202	CL0382	DNA-mend	Flp_C	Recombinase Flp protein
PF04964	\N	\N	Flp_Fap	Flp/Fap pilin component
PF03930	\N	\N	Flp_N	Recombinase Flp protein N-terminus
PF02662	\N	\N	FlpD	Methyl-viologen-reducing hydrogenase, delta subunit
PF02947	CL0053	4H_Cytokine	Flt3_lig	flt3 ligand 
PF04772	\N	\N	Flu_B_M2	Influenza B matrix protein 2 (BM2)
PF02942	\N	\N	Flu_B_NS1	Influenza B non-structural protein (NS1)
PF03506	\N	\N	Flu_C_NS1	Influenza C non-structural protein (NS1)
PF03555	\N	\N	Flu_C_NS2	Influenza C non-structural protein (NS2)
PF00598	\N	\N	Flu_M1	Influenza Matrix protein (M1)
PF00599	\N	\N	Flu_M2	Influenza Matrix protein (M2)
PF00506	\N	\N	Flu_NP	Influenza virus nucleoprotein
PF00600	\N	\N	Flu_NS1	Influenza non-structural protein (NS1)
PF00601	\N	\N	Flu_NS2	Influenza non-structural protein (NS2)
PF00603	\N	\N	Flu_PA	Influenza RNA-dependent RNA polymerase subunit PA
PF00602	\N	\N	Flu_PB1	Influenza RNA-dependent RNA polymerase subunit PB1
PF00604	\N	\N	Flu_PB2	Influenza RNA-dependent RNA polymerase subunit PB2
PF03069	\N	\N	FmdA_AmdA	Acetamidase/Formamidase family
PF01070	CL0036	TIM_barrel	FMN_dh	FMN-dependent dehydrogenase
PF00743	CL0063	NADP_Rossmann	FMO-like	Flavin-binding monooxygenase-like
PF00039	\N	\N	fn1	Fibronectin type I domain
PF00040	\N	\N	fn2	Fibronectin type II domain
PF00041	CL0159	E-set	fn3	Fibronectin type III domain
PF02986	\N	\N	Fn_bind	Fibronectin binding repeat
PF03274	\N	\N	Foamy_BEL	Foamy virus BEL 1/2 protein
PF03408	\N	\N	Foamy_virus_ENV	Foamy virus envelope protein  
PF03623	\N	\N	Focal_AT	Focal adhesion targeting region
PF02980	\N	\N	FokI_C	Restriction endonuclease FokI, catalytic domain
PF02981	\N	\N	FokI_N	Restriction endonuclease FokI, recognition domain
PF01770	CL0015	MFS	Folate_carrier	Reduced folate carrier
PF03024	\N	\N	Folate_rec	Folate receptor family
PF02152	CL0334	THBO-biosyn	FolB	Dihydroneopterin aldolase
PF00250	\N	\N	Fork_head	Fork head domain
PF01226	\N	\N	Form_Nir_trans	Formate/nitrite transporter
PF02971	\N	\N	FTCD	Formiminotransferase domain
PF02911	\N	\N	Formyl_trans_C	Formyl transferase, C-terminal domain
PF00551	\N	\N	Formyl_trans_N	Formyl transferase
PF01491	\N	\N	Frataxin_Cyay	Frataxin-like domain
PF03197	\N	\N	FRD2	Bacteriophage FRD2 protein
PF04422	\N	\N	FrhB_FdhB_N	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term
PF03881	CL0016	PKinase	Fructosamin_kin	Fructosamine kinase
PF04961	\N	\N	FTCD_C	Formiminotransferase-cyclodeaminase
PF01268	CL0023	P-loop_NTPase	FTHFS	Formate--tetrahydrofolate ligase
PF03239	CL0015	MFS	FTR1	Iron permease FTR1 family
PF02491	CL0319	SHS2	SHS2_FTSA	SHS2 domain inserted in FTSA
PF01580	CL0023	P-loop_NTPase	FtsK_SpoIIIE	FtsK/SpoIIIE family
PF04999	CL0225	FtsL	FtsL	Cell division protein FtsL
PF03799	\N	\N	FtsQ	Cell division protein FtsQ
PF01098	CL0142	Membrane_trans	FTSW_RODA_SPOVE	Cell cycle protein
PF03867	\N	\N	FTZ	Fushi tarazu (FTZ), N-terminal region
PF02952	CL0393	FucI-AraA_C	Fucose_iso_C	L-fucose isomerase, C-terminal domain
PF02300	CL0335	FumRed-TM	Fumarate_red_C	Fumarate reductase subunit C
PF02313	CL0335	FumRed-TM	Fumarate_red_D	Fumarate reductase subunit D
PF03630	CL0108	Actin_ATPase	Fumble	Fumble 
PF04930	\N	\N	FUN14	FUN14 family
PF01475	CL0123	HTH	FUR	Ferric uptake regulator family
PF00757	CL0547	GF_recep_C-rich	Furin-like	Furin-like cysteine rich region
PF04632	CL0307	FUSC	FUSC	Fusaric acid resistance protein family
PF00523	\N	\N	Fusion_gly	Fusion glycoprotein F0
PF01621	\N	\N	Fusion_gly_K	Cell fusion glycoprotein K
PF02663	\N	\N	FmdE	FmdE, Molybdenum formylmethanofuran dehydrogenase operon 
PF04186	\N	\N	FxsA	FxsA cytoplasmic membrane protein 
PF04799	\N	\N	Fzo_mitofusin	fzo-like conserved region
PF01125	\N	\N	G10	G10 protein
PF00503	CL0023	P-loop_NTPase	G-alpha	G-protein alpha subunit
PF00631	\N	\N	G-gamma	GGL domain
PF04466	CL0023	P-loop_NTPase	Terminase_3	Phage terminase large subunit
PF04309	CL0036	TIM_barrel	G3P_antiterm	Glycerol-3-phosphate responsive antiterminator
PF00479	CL0063	NADP_Rossmann	G6PD_N	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF02781	\N	\N	G6PD_C	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF01468	\N	\N	GA	GA module
PF02938	CL0250	GAD	GAD	GAD domain
PF02337	CL0074	Matrix	Gag_p10	Retroviral GAG p10 protein
PF00540	CL0074	Matrix	Gag_p17	gag gene protein p17 (matrix protein)
PF02228	CL0074	Matrix	Gag_p19	Major core protein p19
PF00607	CL0148	Viral_Gag	Gag_p24	gag gene protein p24 (core nucleocapsid protein)
PF02093	CL0148	Viral_Gag	Gag_p30	Gag P30 core shell protein
PF03276	\N	\N	Gag_spuma	Spumavirus gag protein
PF00337	CL0004	Concanavalin	Gal-bind_lectin	Galactoside-binding lectin
PF03902	\N	\N	Gal4_dimer	Gal4-like dimerisation domain
PF01762	CL0110	GT-A	Galactosyl_T	Galactosyltransferase
PF02709	CL0110	GT-A	Glyco_transf_7C	N-terminal domain of galactosyltransferase
PF01296	\N	\N	Galanin	Galanin
PF02052	\N	\N	Gallidermin	Gallidermin
PF02744	CL0265	HIT	GalP_UDP_tr_C	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF01087	CL0265	HIT	GalP_UDP_transf	Galactose-1-phosphate uridyl transferase, N-terminal domain
PF00304	CL0054	Knottin_1	Gamma-thionin	Gamma-thionin family
PF04410	\N	\N	Gar1	Gar1/Naf1 RNA binding region
PF01071	CL0179	ATP-grasp	GARS_A	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF02843	\N	\N	GARS_C	Phosphoribosylglycinamide synthetase, C domain
PF02844	\N	\N	GARS_N	Phosphoribosylglycinamide synthetase, N domain
PF03198	CL0058	Glyco_hydro_tim	Glyco_hydro_72	Glucanosyltransferase
PF02187	\N	\N	GAS2	Growth-Arrest-Specific Protein 2 Domain
PF00741	\N	\N	Gas_vesicle	Gas vesicle protein
PF01304	\N	\N	Gas_vesicle_C	Gas vesicles protein GVPc repeated domain
PF02704	\N	\N	GASA	Gibberellin regulated protein
PF00918	\N	\N	Gastrin	Gastrin/cholecystokinin family
PF00310	CL0052	NTN	GATase_2	Glutamine amidotransferases class-II
PF04572	\N	\N	Gb3_synth	Alpha 1,4-glycosyltransferase conserved region
PF02263	CL0023	P-loop_NTPase	GBP	Guanylate-binding protein, N-terminal domain
PF02841	\N	\N	GBP_C	Guanylate-binding protein, C-terminal domain
PF02425	\N	\N	GBP_PSP	Paralytic/GBP/PSP peptide
PF02526	\N	\N	GBP_repeat	Glycophorin-binding protein
PF04551	\N	\N	GcpE	GcpE protein
PF02155	\N	\N	GCR	Glucocorticoid receptor
PF04107	CL0286	GCS	GCS2	Glutamate-cysteine ligase family 2(GCS2)
PF01597	CL0105	Hybrid	GCV_H	Glycine cleavage H-protein
PF01571	CL0289	FBD	GCV_T	Aminomethyltransferase folate-binding domain
PF04295	\N	\N	GD_AH_C	D-galactarate dehydratase / Altronate hydrolase, C terminus
PF01150	CL0108	Actin_ATPase	GDA1_CD39	GDA1/CD39 (nucleoside phosphatase) family
PF02347	CL0061	PLP_aminotran	GDC-P	Glycine cleavage system P-protein
PF00996	CL0063	NADP_Rossmann	GDI	GDP dissociation inhibitor
PF02351	\N	\N	GDNF	GDNF/GAS1 domain
PF02212	\N	\N	GED	Dynamin GTPase effector domain
PF04807	\N	\N	Gemini_AC4_5	Geminivirus AC4/5 conserved region
PF00799	CL0169	Rep	Gemini_AL1	Geminivirus Rep catalytic domain
PF01440	\N	\N	Gemini_AL2	Geminivirus AL2 protein
PF01407	\N	\N	Gemini_AL3	Geminivirus AL3 protein
PF00845	\N	\N	Gemini_BL1	Geminivirus BL1 movement protein
PF01492	\N	\N	Gemini_C4	Geminivirus C4 protein
PF00844	\N	\N	Gemini_coat	Geminivirus coat protein/nuclear export factor BR1 family
PF01708	\N	\N	Gemini_mov	Geminivirus putative movement protein 
PF01524	\N	\N	Gemini_V1	Geminivirus V1 protein
PF02053	\N	\N	Gene66	Gene 66 (IR5) protein
PF03323	CL0322	RND_permease	GerA	Bacillus/Clostridium GerA spore germination protein
PF00196	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family
PF01353	CL0069	GFP	GFP	Green fluorescent protein
PF05165	CL0276	Nucleot_cyclase	GGDN	GGDN family
PF01134	CL0063	NADP_Rossmann	GIDA	Glucose inhibited division protein A
PF02527	CL0063	NADP_Rossmann	GidB	rRNA small subunit methyltransferase G
PF03227	\N	\N	GILT	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03359	\N	\N	GKAP	Guanylate-kinase-associated protein (GKAP) protein
PF03275	CL0063	NADP_Rossmann	GLF	UDP-galactopyranose mutase
PF02812	\N	\N	ELFV_dehydrog_N	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF00120	CL0286	GCS	Gln-synt_C	Glutamine synthetase, catalytic domain
PF03951	\N	\N	Gln-synt_N	Glutamine synthetase, beta-Grasp domain
PF03710	CL0260	NTP_transf	GlnE	Glutamate-ammonia ligase adenylyltransferase
PF03616	CL0064	CPA_AT	Glt_symporter	Sodium/glutamate symporter
PF01744	\N	\N	GLTT	GLTT repeat (6 copies)
PF02686	\N	\N	Glu-tRNAGln	Glu-tRNAGln amidotransferase C subunit
PF05096	CL0186	Beta_propeller	Glu_cyclase_2	Glutamine cyclotransferase
PF04262	CL0286	GCS	Glu_cys_ligase	Glutamate-cysteine ligase 
PF01645	CL0036	TIM_barrel	Glu_synthase	Conserved region in glutamate synthase
PF02364	CL0111	GT-C	Glucan_synthase	1,3-beta-glucan synthase component 
PF02685	CL0108	Actin_ATPase	Glucokinase	Glucokinase
PF01182	CL0246	ISOCOT_Fold	Glucosamine_iso	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF00462	CL0172	Thioredoxin	Glutaredoxin	Glutaredoxin
PF04399	\N	\N	Glutaredoxin2_C	Glutaredoxin 2, C terminal domain
PF03157	\N	\N	Glutenin_hmw	High molecular weight glutenin subunit
PF00745	\N	\N	GlutR_dimer	Glutamyl-tRNAGlu reductase, dimerisation domain
PF05201	\N	\N	GlutR_N	Glutamyl-tRNAGlu reductase, N-terminal domain
PF02595	\N	\N	Gly_kinase	Glycerate kinase family
PF01228	CL0339	PFL-like	Gly_radical	Glycine radical
PF00232	CL0058	Glyco_hydro_tim	Glyco_hydro_1	Glycosyl hydrolase family 1
PF00331	CL0058	Glyco_hydro_tim	Glyco_hydro_10	Glycosyl hydrolase family 10
PF00457	CL0004	Concanavalin	Glyco_hydro_11	Glycosyl hydrolases family 11
PF01109	CL0053	4H_Cytokine	GM_CSF	Granulocyte-macrophage colony-stimulating factor
PF01670	CL0004	Concanavalin	Glyco_hydro_12	Glycosyl hydrolase family 12
PF01373	CL0058	Glyco_hydro_tim	Glyco_hydro_14	Glycosyl hydrolase family 14
PF00723	CL0059	6_Hairpin	Glyco_hydro_15	Glycosyl hydrolases family 15
PF00332	CL0058	Glyco_hydro_tim	Glyco_hydro_17	Glycosyl hydrolases family 17
PF00182	CL0037	Lysozyme	Glyco_hydro_19	Chitinase class I
PF00703	\N	\N	Glyco_hydro_2	Glycosyl hydrolases family 2
PF00728	CL0058	Glyco_hydro_tim	Glyco_hydro_20	Glycosyl hydrolase family 20, catalytic domain
PF02838	CL0546	Hexosaminidase	Glyco_hydro_20b	Glycosyl hydrolase family 20, domain 2
PF01183	CL0058	Glyco_hydro_tim	Glyco_hydro_25	Glycosyl hydrolases family 25
PF02156	CL0058	Glyco_hydro_tim	Glyco_hydro_26	Glycosyl hydrolase family 26
PF00295	CL0268	Pec_lyase-like	Glyco_hydro_28	Glycosyl hydrolases family 28
PF02836	CL0058	Glyco_hydro_tim	Glyco_hydro_2_C	Glycosyl hydrolases family 2, TIM barrel domain
PF02837	CL0202	GBD	Glyco_hydro_2_N	Glycosyl hydrolases family 2, sugar binding domain
PF00933	CL0058	Glyco_hydro_tim	Glyco_hydro_3	Glycosyl hydrolase family 3 N terminal domain
PF00251	CL0143	B_Fructosidase	Glyco_hydro_32N	Glycosyl hydrolases family 32 N-terminal domain
PF01301	CL0058	Glyco_hydro_tim	Glyco_hydro_35	Glycosyl hydrolases family 35
PF01074	CL0158	GH_CE	Glyco_hydro_38	Glycosyl hydrolases family 38 N-terminal domain
PF01229	CL0058	Glyco_hydro_tim	Glyco_hydro_39	Glycosyl hydrolases family 39
PF01915	\N	\N	Glyco_hydro_3_C	Glycosyl hydrolase family 3 C-terminal domain
PF02056	CL0063	NADP_Rossmann	Glyco_hydro_4	Family 4 glycosyl hydrolase
PF02449	CL0058	Glyco_hydro_tim	Glyco_hydro_42	Beta-galactosidase
PF04616	CL0143	B_Fructosidase	Glyco_hydro_43	Glycosyl hydrolases family 43
PF02015	CL0199	DPBB	Glyco_hydro_45	Glycosyl hydrolase family 45
PF01374	CL0037	Lysozyme	Glyco_hydro_46	Glycosyl hydrolase family 46
PF02011	CL0059	6_Hairpin	Glyco_hydro_48	Glycosyl hydrolase family 48
PF03718	CL0268	Pec_lyase-like	Glyco_hydro_49	Glycosyl hydrolase family 49
PF03512	\N	\N	Glyco_hydro_52	Glycosyl hydrolase family 52
PF01630	CL0058	Glyco_hydro_tim	Glyco_hydro_56	Hyaluronidase
PF03065	CL0158	GH_CE	Glyco_hydro_57	Glycosyl hydrolase family 57
PF02057	CL0058	Glyco_hydro_tim	Glyco_hydro_59	Glycosyl hydrolase family 59
PF01341	\N	\N	Glyco_hydro_6	Glycosyl hydrolases family 6
PF03443	\N	\N	Glyco_hydro_61	Glycosyl hydrolase family 61
PF03664	CL0143	B_Fructosidase	Glyco_hydro_62	Glycosyl hydrolase family 62 
PF03633	\N	\N	Glyco_hydro_65C	Glycosyl hydrolase family 65, C-terminal domain 
PF03632	CL0059	6_Hairpin	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain
PF03636	CL0103	Gal_mutarotase	Glyco_hydro_65N	Glycosyl hydrolase family 65, N-terminal domain 
PF02435	CL0143	B_Fructosidase	Glyco_hydro_68	Levansucrase/Invertase
PF00840	CL0004	Concanavalin	Glyco_hydro_7	Glycosyl hydrolase family 7
